114,tcp,38.2,Yes,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
114,udp,266.4,Yes,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
adguard,rfc8484,2327.8,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
adguard,tcp,116.2,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
adguard,tls,1415.0,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
adguard,udp,248.6,Yes,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
alidns,rfc8484,2056.4,Yes,Yes,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
alidns,tcp,18.0,Yes,Yes,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
alidns,tls,780.6,Yes,Yes,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
alidns,udp,231.8,Yes,Yes,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
baidu,udp,313.8,Yes,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
cloudflare,rfc8484,2319.4,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
cloudflare,tcp,341.8,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
cloudflare,tls,2527.8,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
cloudflare,udp,250.4,Yes,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
cnnic,udp,274.4,Yes,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
comodo,tcp,268.6,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
comodo,udp,266.6,Yes,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
containerpi,google,2303.4,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
containerpi,rfc8484,2174.4,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
containerpi,tls,2281.6,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
dns-watch,tcp,997.4,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
dns-watch,udp,300.8,Yes,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
dnslify,rfc8484,2695.4,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
dnslify,tcp,739.0,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
dnslify,udp,380.8,Yes,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
dnspai,udp,252.2,Yes,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
dnspod,tcp,78.8,Yes,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
dnspod,udp,267.4,Yes,Yes,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
doh.li,rfc8484,2773.2,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
doh.li,tls,1463.8,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
dyn,tcp,not available,,,,,,,,,,,,,,
dyn,udp,266.6,Yes,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
freedns,udp,305.2,Yes,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
freenom,tcp,316.4,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
freenom,udp,not available,,,,,,,,,,,,,,
google,google,not available,,,,,,,,,,,,,,
google,rfc8484,not available,,,,,,,,,,,,,,
google,tcp,82.0,No,Yes,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
google,tls,880.4,No,Yes,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
google,udp,267.4,Yes,Yes,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
he,rfc8484,not available,,,,,,,,,,,,,,
he,tcp,330.0,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
he,udp,267.0,Yes,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
neustar,tcp,18.8,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
neustar,udp,269.4,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
nextdns,rfc8484,1528.0,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
nextdns,tcp,275.8,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
nextdns,tls,2463.2,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
nextdns,udp,248.8,Yes,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
onedns,udp,264.2,Yes,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
opendns,rfc8484,1283.0,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
opendns,tcp,115.0,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
opendns,udp,265.6,Yes,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
opennic,tcp,596.6,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
opennic,udp,334.8,Yes,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
quad9,rfc8484,2467.2,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
quad9,tcp,595.6,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
quad9,tls,2744.6,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
quad9,udp,287.0,Yes,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
safedns,tcp,171.0,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
safedns,udp,248.6,Yes,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
twnic,rfc8484,2258.8,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
twnic,tcp,1920.6,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
twnic,tls,929.2,No,Yes,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
twnic,udp,268.4,Yes,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
verisign,tcp,96.4,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
verisign,udp,250.8,Yes,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
yandex,tcp,744.8,No,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
yandex,udp,366.8,Yes,No,11.000,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
